image,area_fraction,review_flag
ISIC_0030102,0.05645751953125,False
ISIC_0027555,0.17854817708333334,False
ISIC_0066130,0.1821441650390625,False
ISIC_0025135,0.24989827473958334,False
ISIC_0033386,0.14430745442708334,False
ISIC_0000126_downsampled,0.21095784505208334,False
ISIC_0059701,0.152923583984375,False
ISIC_0072385,0.14678955078125,False
ISIC_0054582,0.0944671630859375,False
ISIC_0015563_downsampled,0.04404871323529412,False
ISIC_0028767,0.196044921875,False
ISIC_0027324,0.3052571614583333,False
ISIC_0031366,0.13035074869791666,False
ISIC_0061115,0.1551361083984375,False
ISIC_0009982,0.13848876953125,False
ISIC_0068001,0.1390838623046875,False
ISIC_0054565,0.0064849853515625,True
ISIC_0030999,0.17181396484375,False
ISIC_0032813,0.39599609375,False
ISIC_0061706,0.169891357421875,False
ISIC_0067645,0.039947509765625,False
ISIC_0000065_downsampled,0.23842366536458334,False
ISIC_0025689,0.0379638671875,False
ISIC_0031111,0.11360677083333333,False
ISIC_0001871_downsampled,0.15505514705882353,False
ISIC_0073036,0.4346160888671875,False
ISIC_0055520,0.1552276611328125,False
ISIC_0027879,0.20692952473958334,False
ISIC_0010346,0.12325032552083333,False
ISIC_0026587,0.044148763020833336,False
ISIC_0032428,0.11079915364583333,False
ISIC_0069805,0.1659088134765625,False
ISIC_0055866,0.059356689453125,False
ISIC_0030006,0.11077880859375,False
ISIC_0013807_downsampled,0.02265625,False
ISIC_0054100,0.1020355224609375,False
ISIC_0026641,0.42816162109375,False
ISIC_0013801_downsampled,0.12311580882352942,False
ISIC_0011104,0.20833333333333334,False
ISIC_0025844,0.29156494140625,False
ISIC_0013410_downsampled,0.03166360294117647,False
ISIC_0015939_downsampled,0.01996783088235294,False
ISIC_0030506,0.10137939453125,False
ISIC_0031327,0.3096923828125,False
ISIC_0025511,0.09073893229166667,False
ISIC_0071437,0.04107666015625,False
ISIC_0034292,0.18214925130208334,False
ISIC_0024447,0.0897216796875,False
ISIC_0031020,0.05767822265625,False
ISIC_0001292_downsampled,0.2143841911764706,False
ISIC_0069101,0.026275634765625,False
ISIC_0055592,0.4129791259765625,False
ISIC_0068532,0.185211181640625,False
ISIC_0028595,0.19696044921875,False
ISIC_0064277,0.1168365478515625,False
ISIC_0032977,0.050557454427083336,False
ISIC_0061087,0.1414031982421875,False
ISIC_0069816,0.0732421875,False
ISIC_0055278,0.04803466796875,False
ISIC_0000546,0.26103559417040356,False
ISIC_0055435,0.0698699951171875,False
ISIC_0016061_downsampled,0.01247702205882353,False
ISIC_0066326,0.08807373046875,False
ISIC_0030303,0.13169352213541666,False
ISIC_0065393,0.2816925048828125,False
ISIC_0026415,0.1480712890625,False
ISIC_0033835,0.119873046875,False
ISIC_0025923,0.08890787760416667,False
ISIC_0032607,0.16048177083333334,False
ISIC_0058913,0.1742401123046875,False
ISIC_0058814,0.0567169189453125,False
ISIC_0064028,0.044281005859375,False
ISIC_0025802,0.09283447265625,False
ISIC_0029607,0.0826416015625,False
ISIC_0069334,0.2407989501953125,False
ISIC_0034014,0.2855224609375,False
ISIC_0055053,0.0588531494140625,False
ISIC_0064186,0.0178375244140625,False
ISIC_0029211,0.2210693359375,False
ISIC_0024869,0.03778076171875,False
ISIC_0028134,0.3661702473958333,False
ISIC_0026157,0.2985026041666667,False
ISIC_0026009,0.08341471354166667,False
ISIC_0070852,0.107574462890625,False
ISIC_0056525,0.1654205322265625,False
ISIC_0013636_downsampled,0.16300551470588234,False
ISIC_0072976,0.3492584228515625,False
ISIC_0028291,0.17238362630208334,False
ISIC_0058713,0.39251708984375,False
ISIC_0025489,0.15940348307291666,False
ISIC_0062474,0.2317352294921875,False
ISIC_0056600,0.3050079345703125,False
ISIC_0000513,0.16986056614349776,False
ISIC_0071471,0.4000244140625,False
ISIC_0064079,0.243438720703125,False
ISIC_0060511,0.095672607421875,False
ISIC_0029265,0.298095703125,False
ISIC_0060393,0.1927490234375,False
ISIC_0029995,0.20021565755208334,False
ISIC_0060219,0.1667633056640625,False
ISIC_0056413,0.2084808349609375,False
ISIC_0025081,0.05322265625,False
ISIC_0033204,0.3321736653645833,False
ISIC_0063617,0.2840728759765625,False
ISIC_0055527,0.1326751708984375,False
ISIC_0064472,0.101409912109375,False
ISIC_0064073,0.2020721435546875,False
ISIC_0000517,0.16604190022421525,False
ISIC_0027797,0.035400390625,False
ISIC_0028489,0.06195068359375,False
ISIC_0032450,0.3448689778645833,False
ISIC_0000013,0.10125732421875,False
ISIC_0056793,0.2182464599609375,False
ISIC_0065883,0.2026519775390625,False
ISIC_0063266,0.034088134765625,False
ISIC_0012425_downsampled,0.041015625,False
ISIC_0015180_downsampled,0.11613051470588236,False
ISIC_0064195,0.1961212158203125,False
ISIC_0069508,0.2601470947265625,False
ISIC_0056186,0.1634063720703125,False
ISIC_0033975,0.1357421875,False
ISIC_0033977,0.2657063802083333,False
ISIC_0072977,0.2943878173828125,False
ISIC_0055279,0.1581573486328125,False
ISIC_0059318,0.0955810546875,False
ISIC_0071783,0.297698974609375,False
ISIC_0032152,0.07928466796875,False
ISIC_0056309,0.2149810791015625,False
ISIC_0062525,0.18902587890625,False
ISIC_0071111,0.2455902099609375,False
ISIC_0000482,0.20100546524663676,False
ISIC_0014284_downsampled,0.018612132352941176,False
ISIC_0060648,0.2961578369140625,False
ISIC_0013455_downsampled,0.16268382352941177,False
ISIC_0072983,0.0586395263671875,False
ISIC_0028860,0.2503255208333333,False
ISIC_0059093,0.292083740234375,False
ISIC_0030653,0.058512369791666664,False
ISIC_0060829,0.1402740478515625,False
ISIC_0069922,0.2806854248046875,False
ISIC_0071138,0.296539306640625,False
ISIC_0072393,0.2931060791015625,False
ISIC_0060502,0.3212432861328125,False
ISIC_0001106_downsampled,0.11193347953216375,False
ISIC_0031023,0.19317626953125,False
ISIC_0068385,0.3364410400390625,False
ISIC_0070822,0.3580322265625,False
ISIC_0009882,0.18129475911458334,False
ISIC_0015079_downsampled,0.020427389705882353,False
ISIC_0060656,0.4517059326171875,False
ISIC_0014221_downsampled,0.16950827205882352,False
ISIC_0065513,0.1454315185546875,False
ISIC_0053774,0.3550262451171875,False
ISIC_0057550,0.0897674560546875,False
ISIC_0033269,0.3527018229166667,False
ISIC_0061911,0.0823211669921875,False
ISIC_0060677,0.12030029296875,False
ISIC_0062407,0.1950836181640625,False
ISIC_0064800,0.210235595703125,False
ISIC_0073210,0.100616455078125,False
ISIC_0000165,0.021653721098265896,False
ISIC_0070422,0.1106719970703125,False
ISIC_0063133,0.2024993896484375,False
ISIC_0054090,0.614837646484375,False
ISIC_0070623,0.1922607421875,False
ISIC_0073218,0.0735626220703125,False
ISIC_0014423_downsampled,0.01681985294117647,False
ISIC_0064229,0.025115966796875,False
ISIC_0071000,0.4687347412109375,False
ISIC_0015251_downsampled,0.14549632352941178,False
ISIC_0068401,0.2362213134765625,False
ISIC_0029502,0.025105794270833332,False
ISIC_0062809,0.2089691162109375,False
ISIC_0034006,0.3119710286458333,False
ISIC_0055796,0.350830078125,False
ISIC_0069254,0.249481201171875,False
ISIC_0063349,0.2746124267578125,False
ISIC_0033081,0.3448079427083333,False
ISIC_0064887,0.081939697265625,False
ISIC_0053698,0.1713714599609375,False
ISIC_0025963,0.03448486328125,False
ISIC_0028410,0.08662923177083333,False
ISIC_0063182,0.03265380859375,False
ISIC_0059330,0.4038848876953125,False
ISIC_0026188,0.17586263020833334,False
ISIC_0059785,0.2481689453125,False
ISIC_0026622,0.123779296875,False
ISIC_0033603,0.3507283528645833,False
ISIC_0054159,0.31683349609375,False
ISIC_0000176_downsampled,0.10205534462616822,False
ISIC_0055361,0.1198577880859375,False
ISIC_0028984,0.24825032552083334,False
ISIC_0025751,0.13260904947916666,False
ISIC_0066384,0.2954254150390625,False
ISIC_0010034,0.2568766276041667,False
ISIC_0032389,0.15997314453125,False
ISIC_0068545,0.0587310791015625,False
ISIC_0025955,0.045694986979166664,False
ISIC_0011349,0.23677571614583334,False
ISIC_0056914,0.0877227783203125,False
ISIC_0055550,0.177001953125,False
ISIC_0000282,0.2125244140625,False
ISIC_0063198,0.3739471435546875,False
ISIC_0056572,0.3805084228515625,False
ISIC_0062389,0.086822509765625,False
ISIC_0065974,0.341339111328125,False
ISIC_0057450,0.0785675048828125,False
ISIC_0073238,0.30975341796875,False
ISIC_0064180,0.3585968017578125,False
ISIC_0032602,0.2836507161458333,False
ISIC_0010194,0.051900227864583336,False
ISIC_0026207,0.20625813802083334,False
ISIC_0026735,0.06488037109375,False
ISIC_0009905,0.1461181640625,False
ISIC_0025409,0.3155924479166667,False
ISIC_0058947,0.2529296875,False
ISIC_0055412,0.1683349609375,False
ISIC_0025035,0.0921630859375,False
ISIC_0060886,0.1269683837890625,False
ISIC_0055169,0.072601318359375,False
ISIC_0054544,0.319793701171875,False
ISIC_0026516,0.02423095703125,False
ISIC_0070561,0.3674163818359375,False
ISIC_0072429,0.0635986328125,False
ISIC_0071826,0.177337646484375,False
ISIC_0055246,0.2872161865234375,False
ISIC_0069029,0.1045379638671875,False
ISIC_0032917,0.11385091145833333,False
ISIC_0057744,0.4839630126953125,False
ISIC_0062026,0.2426300048828125,False
ISIC_0059684,0.0734100341796875,False
ISIC_0053763,0.0722198486328125,False
